transaction_id,amount,payment_method,failure_reason,retry_count,customer_success_rate,previous_transaction_count,previous_failed_count,hour_of_day,day_of_week,is_subscription,days_since_last_payment,customer_tenure_days,payment_attempt_number,is_first_payment,customer_avg_transaction_amount,amount_vs_customer_average,recovered
txn_synth_003175,313.43,Netbanking,temporary_network_failure,0,0.9243312014703993,15,0,7,2,0,19,264,1,0,331.68,0.9449770578576624,1
txn_synth_003176,153.43,Netbanking,temporary_network_failure,1,0.8601412307544936,32,4,7,4,0,8,495,2,0,198.81,0.7717418252732848,1
txn_synth_003177,402.86,UPI,insufficient_funds,1,0.78291597896619,6,1,9,5,0,14,251,2,0,530.84,0.7589103918523399,1
txn_synth_003178,1763.95,Card,invalid_card,0,0.4887113804324169,14,6,10,1,0,1,526,1,0,2258.92,0.7808820109570855,0
txn_synth_003179,1113.91,Card,temporary_network_failure,1,0.903756883532013,13,0,11,1,0,32,209,2,0,789.76,1.4104411288183611,1
txn_synth_003180,1769.45,UPI,temporary_network_failure,2,0.9274914352767536,10,0,10,3,0,5,169,3,0,1099.91,1.6087225172175676,1
txn_synth_003181,1121.19,Card,invalid_card,1,0.824321801517099,5,0,12,0,0,91,155,2,0,1012.48,1.10737001118669,0
txn_synth_003182,220.6,UPI,temporary_network_failure,0,0.40261631160797484,7,4,11,3,0,10,286,1,0,155.25,1.4209338859301843,1
txn_synth_003183,477.81,UPI,temporary_network_failure,1,0.9057108123036862,6,1,10,0,0,105,167,2,0,580.91,0.8225198254029055,1
txn_synth_003184,304.84,UPI,abandoned_otp,1,0.8965244799190983,6,3,7,5,0,29,123,2,0,425.48,0.7164613914529145,1
txn_synth_003185,2516.38,Card,temporary_network_failure,0,0.5111202622774245,8,2,12,1,0,25,174,1,0,1269.42,1.9823068646916948,1
txn_synth_003186,200.98,Card,insufficient_funds,1,0.5492444987549365,22,9,11,4,0,12,516,2,0,140.06,1.434956344783925,0
txn_synth_003187,1625.71,Netbanking,temporary_network_failure,2,0.5839017532212286,5,1,7,5,0,79,244,3,0,1037.24,1.567342162206026,1
txn_synth_003188,1624.5,Card,insufficient_funds,0,0.6173299157592835,19,6,7,6,0,16,346,1,0,2540.03,0.6395593727650485,0
txn_synth_003189,4144.84,UPI,temporary_network_failure,0,0.39821192906288955,10,7,8,5,0,1,247,1,0,2821.75,1.4688898680999738,0
txn_synth_003190,441.56,UPI,insufficient_funds,0,0.8349842054704008,5,0,11,5,0,40,408,1,0,487.43,0.905894161091969,0
txn_synth_003191,1356.04,Wallet,insufficient_funds,0,0.6173937039196508,17,7,13,3,0,61,494,1,0,1325.54,1.0230094827541267,1
txn_synth_003192,6513.63,Netbanking,insufficient_funds,0,0.7800990585575291,31,6,10,1,0,44,525,1,0,2895.22,2.2497875731385264,0
txn_synth_003193,358.65,UPI,insufficient_funds,0,0.777007202620554,58,15,5,5,0,17,888,1,0,739.71,0.4848521652424306,0
txn_synth_003194,143.3,UPI,temporary_network_failure,1,0.7918008741614652,21,5,7,4,1,15,373,2,0,153.27,0.9349513319663775,0
txn_synth_003195,101.49,Card,temporary_network_failure,1,0.8689598008780051,14,1,9,3,0,73,274,2,0,149.27,0.6799088443820697,1
txn_synth_003196,1356.57,Card,exceeds_limit,0,0.8576645188234517,8,1,8,1,0,53,233,1,0,1652.97,0.8206863958772004,1
txn_synth_003197,101.17,Netbanking,temporary_network_failure,0,0.7927343137920054,29,6,13,5,0,0,515,1,0,67.34,1.502375779272976,1
txn_synth_003198,458.37,UPI,insufficient_funds,1,0.7986117205931632,2,0,7,0,0,11,75,2,0,493.46,0.9288898608014863,0
txn_synth_003199,1030.0,UPI,insufficient_funds,1,0.5560104482491368,19,5,11,0,0,16,288,2,0,1242.31,0.8291006203837962,0
txn_synth_003200,800.45,Card,insufficient_funds,0,0.5022505550173724,14,7,10,5,0,39,210,1,0,703.43,1.1379241553825663,0
txn_synth_003201,1017.85,Netbanking,temporary_network_failure,1,0.863099460357477,17,1,9,4,0,0,280,2,0,1170.0,0.8699572575217329,1
txn_synth_003202,830.72,Card,insufficient_funds,0,0.9232790206275051,17,2,12,2,0,97,376,1,0,841.28,0.987447687007326,0
txn_synth_003203,2389.56,Netbanking,abandoned_otp,1,0.7554249504729295,7,1,11,4,1,49,169,2,0,2664.36,0.8968607812125208,1
txn_synth_003204,256.64,UPI,temporary_network_failure,1,0.885972507912774,10,1,7,3,0,0,307,2,0,230.46,1.1135988408574657,1
txn_synth_003205,337.99,Card,invalid_card,0,0.5215082065945406,8,4,9,4,0,30,142,1,0,348.98,0.968508196214448,0
txn_synth_003206,307.15,Card,invalid_card,2,0.7167862538410186,9,3,11,2,0,3,445,3,0,273.9,1.1213946286456873,0
txn_synth_003207,1525.67,Card,invalid_card,0,0.7723857191388676,7,2,11,4,0,15,174,1,0,1132.1,1.3476459557667526,0
txn_synth_003208,1636.64,Netbanking,temporary_network_failure,0,0.7890443753084334,19,3,11,3,0,13,390,1,0,774.17,2.1140576086123515,1
txn_synth_003209,1044.43,Netbanking,insufficient_funds,0,0.9430684667887823,7,0,11,3,0,50,367,1,0,952.48,1.0965374485917034,1
txn_synth_003210,2172.2,UPI,temporary_network_failure,1,0.7621958573400088,8,1,9,1,0,40,661,2,0,2199.89,0.9874130025255216,1
txn_synth_003211,204.78,UPI,insufficient_funds,1,0.7565754401977007,8,3,12,3,0,1,190,2,0,152.97,1.338693774027994,0
txn_synth_003212,3523.55,UPI,exceeds_limit,0,0.9114798452022783,19,1,8,6,0,63,381,1,0,3948.24,0.8924356146221213,0
txn_synth_003213,3051.04,UPI,temporary_network_failure,1,0.674884110742674,15,5,10,2,1,4,283,2,0,3805.8,0.8016816417003477,0
txn_synth_003214,1388.0,UPI,exceeds_limit,0,0.49705865845492947,10,5,6,5,0,3,191,1,0,1522.0,0.9119579440738638,0
txn_synth_003215,3951.3,Card,insufficient_funds,1,0.4655539090564885,14,8,10,6,0,20,226,2,0,4377.55,0.9026281803688635,0
txn_synth_003216,126.9,Netbanking,insufficient_funds,0,0.8678221464109799,18,2,8,3,0,46,472,1,0,183.72,0.6907249787325833,1
txn_synth_003217,393.69,Netbanking,temporary_network_failure,0,0.6933357223407678,10,6,12,4,0,21,184,1,0,261.83,1.5036091546572528,0
txn_synth_003218,318.84,Card,invalid_card,0,0.8493595283334633,4,0,11,0,1,33,87,1,0,547.43,0.5824306197608714,0
txn_synth_003219,1368.51,Netbanking,temporary_network_failure,0,0.36985292541525683,6,4,11,5,0,21,114,1,0,1879.14,0.7282639892277105,1
txn_synth_003220,232.73,UPI,temporary_network_failure,1,0.5775411628542878,58,33,9,3,1,8,1010,2,0,314.24,0.7406122473074005,0
txn_synth_003221,1418.7,Card,exceeds_limit,0,0.9181839381698584,4,0,9,2,0,9,91,1,0,1143.61,1.240545279942067,0
txn_synth_003222,2618.97,Card,invalid_card,1,0.5403199715284774,13,10,11,3,0,40,425,2,0,2263.53,1.157029060109523,0
txn_synth_003223,1333.02,UPI,temporary_network_failure,2,0.5371075043754531,8,5,11,2,0,10,221,3,0,1348.59,0.988454600816745,1
txn_synth_003224,883.38,Netbanking,abandoned_otp,1,0.8363930741101508,10,0,10,0,0,27,503,2,0,696.21,1.2688412796592798,1
txn_synth_003225,247.68,Netbanking,insufficient_funds,0,0.5182822389610972,10,4,12,5,0,5,339,1,0,284.12,0.8717443026980044,1
txn_synth_003226,285.19,UPI,temporary_network_failure,0,0.49549199994398924,9,4,12,6,0,3,262,1,0,173.24,1.6462132506226477,0
txn_synth_003227,2320.69,Card,invalid_card,1,0.7651561287099128,22,4,6,1,0,23,346,2,0,2040.76,1.1371694803055261,0
txn_synth_003228,1450.04,Card,abandoned_otp,0,0.9372027723164262,4,1,11,3,1,69,62,1,0,860.98,1.6841738288441794,1
txn_synth_003229,639.69,Card,invalid_card,0,0.6587789233712729,9,5,10,6,0,58,247,1,0,492.41,1.2991003168274342,0
txn_synth_003230,437.94,Netbanking,insufficient_funds,1,0.6205603234082637,8,4,7,2,0,68,312,2,0,252.1,1.7371677216514192,0
txn_synth_003231,87.72,Wallet,insufficient_funds,2,0.8115283810431341,6,0,10,6,0,21,161,3,0,62.75,1.3979280640752088,0
txn_synth_003232,227.95,Card,insufficient_funds,1,0.8458096805611426,29,6,10,1,0,78,468,2,0,275.89,0.8262350637487744,0
txn_synth_003233,4498.14,Netbanking,abandoned_otp,1,0.7732339501107195,13,0,8,2,1,35,218,2,0,3262.09,1.3789135144066733,1
txn_synth_003234,184.85,UPI,temporary_network_failure,2,0.8275543062356104,4,0,10,0,0,151,66,3,0,139.29,1.327087276395486,1
txn_synth_003235,803.9,Card,exceeds_limit,0,0.7568536354094504,3,0,6,6,0,15,87,1,0,1058.87,0.7592055610301024,1
txn_synth_003236,1821.55,UPI,insufficient_funds,0,0.8657560352616603,14,1,10,2,0,84,218,1,0,1473.19,1.2364664351749166,0
txn_synth_003237,189.63,Netbanking,insufficient_funds,0,0.5318266232179736,22,9,13,6,0,55,358,1,0,144.14,1.3155958571114295,0
txn_synth_003238,800.08,Card,abandoned_otp,2,0.8713799114857985,22,4,11,6,0,27,367,3,0,860.84,0.9294177671876567,1
txn_synth_003239,1699.2,Netbanking,insufficient_funds,0,0.8851983645712176,3,1,12,2,0,4,133,1,0,1505.01,1.129029035494588,1
txn_synth_003240,673.51,Card,exceeds_limit,1,0.7451353337985382,7,2,11,2,0,8,201,2,0,616.29,1.0928458827362788,0
txn_synth_003241,11712.4,Card,invalid_card,2,0.839279331236886,26,2,8,6,0,51,393,3,0,11056.94,1.0592804147808703,0
txn_synth_003242,125.39,Card,exceeds_limit,0,0.5336163541012069,5,2,10,6,0,56,259,1,0,149.42,0.8391780993723665,0
txn_synth_003243,1917.41,Netbanking,exceeds_limit,1,0.936109651412483,5,2,9,2,0,38,170,2,0,1290.48,1.4858114694856839,0
txn_synth_003244,559.59,UPI,abandoned_otp,0,0.7248938477104894,1,0,11,0,0,33,211,1,0,466.37,1.199884186378108,1
txn_synth_003245,1439.31,Netbanking,abandoned_otp,1,0.8913470482681513,9,0,9,0,0,68,146,2,0,1356.59,1.0609764109939155,1
txn_synth_003246,1034.12,UPI,temporary_network_failure,1,0.8426782072838579,14,3,9,5,0,60,273,2,0,1547.26,0.6683556695813523,1
txn_synth_003247,319.53,UPI,temporary_network_failure,0,0.6996265898978202,15,5,12,4,0,12,272,1,0,235.63,1.3560666572139939,1
txn_synth_003248,836.31,Netbanking,abandoned_otp,0,0.8620270768351044,8,1,7,5,0,13,199,1,0,565.61,1.4785983013278,1
txn_synth_003249,103.76,UPI,insufficient_funds,0,0.8151026356533643,22,7,10,5,0,10,493,1,0,78.22,1.3265147882236272,0
txn_synth_003250,1215.91,Netbanking,insufficient_funds,0,0.5445350355719886,8,4,12,3,0,9,217,1,0,1031.28,1.1790299319386595,0
txn_synth_003251,896.2,Card,invalid_card,0,0.8861718651730008,8,3,11,2,0,2,229,1,0,434.93,2.060561422284933,0
txn_synth_003252,1259.74,UPI,temporary_network_failure,1,0.7498082654202962,14,3,8,2,0,11,249,2,0,967.72,1.3017608264605378,1
txn_synth_003253,1916.24,Netbanking,insufficient_funds,0,0.8084591890650623,11,3,9,5,0,65,408,1,0,1580.78,1.2122116852932623,0
txn_synth_003254,960.66,Netbanking,exceeds_limit,0,0.735504258955382,4,0,13,1,0,11,132,1,0,854.34,1.1244469283371148,0
txn_synth_003255,771.31,Card,insufficient_funds,1,0.48410486323302954,10,4,4,3,0,22,342,2,0,525.63,1.4674009956166696,0
txn_synth_003256,275.59,UPI,temporary_network_failure,2,0.3330614510384218,4,3,13,3,0,18,69,3,0,311.75,0.8840095947390667,0
txn_synth_003257,326.29,UPI,insufficient_funds,0,0.34852116428733326,6,4,7,6,0,30,99,1,0,467.73,0.6976033032389776,0
txn_synth_003258,2179.25,Card,abandoned_otp,0,0.8094001981661282,8,1,10,5,1,69,141,1,0,2224.24,0.9797728618324782,1
txn_synth_003259,2797.09,Card,insufficient_funds,0,0.6703608159318568,3,1,12,0,0,1,88,1,0,1966.32,1.4224998910528304,0
txn_synth_003260,524.21,Card,abandoned_otp,1,0.8258259574209649,14,2,9,2,0,78,482,2,0,1023.32,0.5122639984338819,1
txn_synth_003261,696.45,Netbanking,temporary_network_failure,0,0.6115435216042593,4,3,10,0,0,63,145,1,0,568.6,1.224850488483108,1
txn_synth_003262,269.18,Netbanking,abandoned_otp,1,0.5814223077554324,11,6,8,3,0,16,195,2,0,202.99,1.326075110789935,1
txn_synth_003263,2149.0,Card,exceeds_limit,0,0.19863902192709426,16,12,8,5,0,5,375,1,0,2498.33,0.8601745931875509,0
txn_synth_003264,1293.9,Netbanking,abandoned_otp,1,0.4492633744152188,6,3,9,4,0,34,291,2,0,1225.08,1.0561759145837342,1
txn_synth_003265,4634.19,Card,exceeds_limit,0,0.7197413533447556,7,4,10,6,0,13,202,1,0,3496.94,1.3252128966318755,0
txn_synth_003266,276.35,UPI,temporary_network_failure,1,0.7860490978174774,8,2,10,0,0,13,203,2,0,392.38,0.7042917400404777,1
txn_synth_003267,455.77,Netbanking,abandoned_otp,0,0.6587836543882358,21,9,9,1,0,28,454,1,0,470.35,0.9690017865631596,1
txn_synth_003268,838.36,Netbanking,insufficient_funds,0,0.9154014899962031,3,1,7,2,0,45,111,1,0,1167.24,0.7182413152544351,1
txn_synth_003269,1269.64,Card,invalid_card,0,0.7483245572348891,10,3,9,0,0,56,296,1,0,1012.22,1.254312291257708,0
txn_synth_003270,536.11,Netbanking,temporary_network_failure,0,0.6384078030493561,6,3,6,4,0,7,136,1,0,873.52,0.6137352251381168,1
txn_synth_003271,277.84,UPI,temporary_network_failure,0,0.16042368462988846,11,9,8,0,0,24,302,1,0,250.7,1.1082568365274497,0
txn_synth_003272,1605.85,Netbanking,exceeds_limit,1,0.9092878972323472,19,1,10,0,1,62,300,2,0,1257.39,1.277129599590186,0
txn_synth_003273,1368.04,UPI,insufficient_funds,1,0.6226536672347026,25,10,10,2,0,53,557,2,0,942.74,1.4511317918924433,0
txn_synth_003274,266.06,Netbanking,insufficient_funds,0,0.7309840091659666,6,1,10,1,0,22,128,1,0,188.17,1.4139341332872333,0
txn_synth_003275,2579.74,Card,invalid_card,1,0.7918760027879124,8,1,9,2,0,14,267,2,0,1583.04,1.6296113703405386,0
txn_synth_003276,2143.51,UPI,temporary_network_failure,0,0.8021390895311209,14,5,13,2,0,19,226,1,0,1491.33,1.437314333934714,1
txn_synth_003277,760.74,UPI,temporary_network_failure,0,0.8727067296641183,12,1,8,2,0,9,336,1,0,1074.57,0.707948289009108,1
txn_synth_003278,720.25,UPI,temporary_network_failure,2,0.7123666379069974,21,6,11,3,1,1,390,3,0,971.39,0.7414632563495275,0
txn_synth_003279,1157.55,UPI,abandoned_otp,0,0.7040064519380045,6,3,13,3,1,15,181,1,0,1109.98,1.0428566186520782,0
txn_synth_003280,280.98,Wallet,temporary_network_failure,1,0.5837740847851215,6,4,6,2,0,51,268,2,0,635.32,0.4422653081554916,1
txn_synth_003281,685.42,Netbanking,temporary_network_failure,0,0.625534154352221,2,0,8,0,0,12,181,1,0,1036.54,0.6612576392492558,1
txn_synth_003282,77.29,Card,temporary_network_failure,0,0.5706331986546432,10,6,8,1,0,6,184,1,0,46.75,1.6532616784466998,1
txn_synth_003283,1597.92,Netbanking,insufficient_funds,0,0.8173029921817148,10,2,12,0,0,5,331,1,0,1325.6,1.2054314936222732,1
txn_synth_003284,139.56,Card,invalid_card,0,0.7655295243545311,18,4,12,3,0,0,360,1,0,113.15,1.2334068728761047,0
txn_synth_003285,2991.17,UPI,abandoned_otp,0,0.6090338212710291,4,1,11,5,0,68,370,1,0,2480.15,1.2060439844120556,1
txn_synth_003286,478.13,Netbanking,insufficient_funds,0,0.8710559809680135,24,4,9,5,0,35,619,1,0,352.08,1.3580151852415594,1
txn_synth_003287,538.26,Card,insufficient_funds,1,0.7330142841562627,10,2,9,6,0,19,208,2,0,498.84,1.0790233125045443,0
txn_synth_003288,355.05,Netbanking,insufficient_funds,0,0.7592107168042502,6,1,13,0,0,61,148,1,0,501.56,0.7078913647840466,0
txn_synth_003289,498.68,Netbanking,temporary_network_failure,0,0.6679730104992501,8,2,11,5,0,3,167,1,0,605.39,0.8237334474680216,1
txn_synth_003290,2747.73,UPI,temporary_network_failure,3,0.6135969542301889,6,3,10,4,0,23,96,4,0,2464.19,1.1150641747792815,0
txn_synth_003291,55.27,Card,invalid_card,2,0.5981758190405647,19,8,11,0,1,32,344,3,0,76.4,0.7234292246820386,0
txn_synth_003292,2385.03,UPI,temporary_network_failure,0,0.43436557179783236,11,8,8,1,1,19,243,1,0,2799.72,0.8518816136903633,1
txn_synth_003293,932.64,Wallet,insufficient_funds,1,0.9034521004415184,26,3,9,3,1,24,546,2,0,962.63,0.9688457562215415,0
txn_synth_003294,198.94,Card,abandoned_otp,0,0.6803016147228836,23,8,9,0,1,2,598,1,0,221.8,0.8969341344935016,0
txn_synth_003295,226.94,UPI,insufficient_funds,0,0.923631615788694,25,4,13,1,0,17,545,1,0,235.96,0.9617731411352287,1
txn_synth_003296,3556.01,Card,abandoned_otp,1,0.7305133760763973,3,2,12,0,0,30,144,2,0,3852.1,0.9231354302247204,0
txn_synth_003297,258.4,Card,exceeds_limit,0,0.7152750296651041,12,2,13,3,0,136,180,1,0,222.94,1.1590561963283306,0
txn_synth_003298,209.9,Netbanking,insufficient_funds,0,0.782811903035528,9,3,13,0,0,38,178,1,0,305.7,0.6866208476735085,0
txn_synth_003299,2074.17,Card,invalid_card,0,0.7676482524327467,9,3,7,4,0,58,147,1,0,1771.14,1.1710931876018091,0
txn_synth_003300,933.14,Wallet,insufficient_funds,2,0.7208041943192685,54,18,12,5,0,0,1016,3,0,655.73,1.4230551991969989,0
txn_synth_003301,260.36,UPI,temporary_network_failure,0,0.3821375000168523,7,5,11,3,0,0,123,1,0,214.61,1.2131773350180637,1
txn_synth_003302,826.02,UPI,temporary_network_failure,3,0.9586468228618719,8,0,11,5,0,36,201,4,0,483.06,1.709973880884903,0
txn_synth_003303,238.47,Card,temporary_network_failure,0,0.528380384728075,20,8,9,2,0,41,319,1,0,318.47,0.7487989214431839,1
txn_synth_003304,1999.84,Wallet,insufficient_funds,2,0.8581355802521043,10,1,9,0,0,70,160,3,0,2205.45,0.9067718565065095,0
txn_synth_003305,1922.48,Card,invalid_card,2,0.7730426701161112,28,5,11,1,0,12,425,3,0,1940.32,0.9908056352003504,0
txn_synth_003306,1132.3,UPI,temporary_network_failure,1,0.8290629673436077,13,3,7,0,0,9,293,2,0,985.21,1.1492981075171982,1
txn_synth_003307,954.95,Card,invalid_card,1,0.9086000211806508,8,1,10,6,0,4,143,2,0,678.54,1.4073598990868648,0
txn_synth_003308,3870.69,UPI,insufficient_funds,0,0.7470808299058673,3,0,9,0,0,1,70,1,0,3010.85,1.2855804796466763,1
txn_synth_003309,664.93,UPI,abandoned_otp,1,0.7080358797631777,6,1,13,4,0,38,366,2,0,811.32,0.8195656360059453,0
txn_synth_003310,204.0,UPI,insufficient_funds,0,0.6208345991513552,8,3,10,2,0,18,197,1,0,216.72,0.94130671182601,0
txn_synth_003311,1042.6,Card,exceeds_limit,0,0.7428063149282392,7,1,11,5,0,46,167,1,0,712.87,1.462538731289874,1
txn_synth_003312,5356.4,UPI,temporary_network_failure,0,0.7356516702489647,9,0,9,5,0,0,227,1,0,7991.45,0.6702663463197963,1
txn_synth_003313,241.11,Netbanking,temporary_network_failure,0,0.8845060474312185,6,1,9,6,0,26,115,1,0,506.45,0.47607857683722826,1
txn_synth_003314,463.38,UPI,insufficient_funds,0,0.7675578069355271,7,1,13,2,0,21,133,1,0,475.5,0.9745110205150154,0
txn_synth_003315,1008.73,Card,insufficient_funds,0,0.9183521485442461,8,0,5,1,1,1,207,1,0,848.73,1.188516946631827,1
txn_synth_003316,630.24,Card,insufficient_funds,2,0.9138058076118546,22,3,11,6,0,55,531,3,0,1025.87,0.6143468410778478,0
txn_synth_003317,249.06,Card,temporary_network_failure,1,0.6898394372873068,16,5,10,0,1,80,278,2,0,253.57,0.9822139455687209,0
txn_synth_003318,2042.35,Card,abandoned_otp,1,0.8135713736032474,33,5,7,4,1,45,512,2,0,2208.6,0.9247260666271571,1
txn_synth_003319,6768.54,Card,insufficient_funds,0,0.5725212984961983,13,8,10,2,0,47,198,1,0,8650.57,0.7824386129671934,0
txn_synth_003320,809.27,UPI,abandoned_otp,0,0.9616601321433252,5,0,10,4,0,12,91,1,0,680.98,1.1883902436431284,1
txn_synth_003321,269.33,Card,insufficient_funds,0,0.8134882681857193,8,1,8,0,0,2,177,1,0,245.51,1.0970224798573385,1
txn_synth_003322,141.32,UPI,temporary_network_failure,0,0.7768893589510271,17,2,9,1,0,11,415,1,0,98.77,1.4307986806926516,1
txn_synth_003323,860.9,Wallet,insufficient_funds,0,0.876540101293393,13,2,11,0,0,27,328,1,0,1078.38,0.7983271129070725,1
txn_synth_003324,2005.96,Wallet,temporary_network_failure,2,0.7047855810655586,12,4,9,2,0,96,222,3,0,2018.54,0.9937677678234379,1
txn_synth_003325,1069.74,Netbanking,insufficient_funds,1,0.8310449065027795,5,2,10,5,0,11,229,2,0,1459.54,0.7329295481252344,1
txn_synth_003326,663.54,Card,temporary_network_failure,0,0.9410587165829485,18,2,11,0,0,36,305,1,0,700.44,0.9473188146405285,1
txn_synth_003327,368.97,Card,insufficient_funds,0,0.6519815829302607,16,6,8,1,0,8,271,1,0,313.68,1.1762623955539917,0
txn_synth_003328,223.15,Netbanking,insufficient_funds,1,0.6545382497698482,9,3,9,6,0,22,599,2,0,144.85,1.5405590928160793,0
txn_synth_003329,1532.65,Card,insufficient_funds,2,0.9603802553560152,11,0,10,2,0,5,630,3,0,1522.74,1.0065079986963763,0
txn_synth_003330,1658.67,Card,invalid_card,2,0.8128365773006779,15,1,9,3,1,7,339,3,0,1389.56,1.1936656121818014,0
txn_synth_003331,141.78,UPI,temporary_network_failure,0,0.44635226484258167,16,8,11,4,0,37,573,1,0,95.99,1.4770287032994371,1
txn_synth_003332,3261.16,Card,insufficient_funds,0,0.8852189930693531,3,1,10,5,0,55,158,1,0,3245.22,1.0049118364705263,1
txn_synth_003333,1180.95,Netbanking,exceeds_limit,1,0.7782872060399665,9,2,14,5,0,1,152,2,0,1135.88,1.0396784780110708,0
txn_synth_003334,2696.19,Netbanking,exceeds_limit,1,0.7832733490088024,7,1,10,2,0,14,250,2,0,2989.45,0.9019016845844497,0
txn_synth_003335,173.79,Netbanking,temporary_network_failure,0,0.5877416693705123,19,6,10,2,0,40,319,1,0,127.54,1.3626312245075092,1
txn_synth_003336,169.72,Netbanking,insufficient_funds,0,0.8602863788333671,6,1,8,2,0,15,209,1,0,178.13,0.9527872366930199,1
txn_synth_003337,573.08,Card,insufficient_funds,0,0.7336861523089808,9,2,13,4,0,4,172,1,0,398.56,1.437876318800775,0
txn_synth_003338,1099.69,Netbanking,insufficient_funds,2,0.6150888871507988,5,3,10,3,0,25,147,3,0,1448.01,0.7594491698299793,0
txn_synth_003339,4009.26,Card,temporary_network_failure,0,0.700095636128507,49,11,13,5,0,15,752,1,0,3748.97,1.0694297338484178,0
txn_synth_003340,1347.6,UPI,temporary_network_failure,1,0.7976571231728169,25,5,9,2,0,28,378,2,0,1776.93,0.7583866513684463,1
txn_synth_003341,521.82,Card,abandoned_otp,2,0.5779522702632424,11,8,14,6,0,2,178,3,0,499.83,1.043994937398817,0
txn_synth_003342,238.32,Netbanking,abandoned_otp,1,0.9119409744512051,19,1,10,1,0,125,682,2,0,383.57,0.6213207335995846,1
txn_synth_003343,2275.6,Wallet,insufficient_funds,1,0.8258333690360878,21,1,7,3,0,2,353,2,0,1717.0,1.325334878710921,0
txn_synth_003344,253.48,Card,temporary_network_failure,2,0.43995126804637985,8,3,11,3,0,5,130,3,0,215.77,1.1747693759665672,1
txn_synth_003345,3389.6,Card,invalid_card,0,0.6951828312407766,5,1,11,4,0,19,266,1,0,3407.82,0.9946534705628421,0
txn_synth_003346,500.5,Card,invalid_card,1,0.8787807308663944,3,0,12,2,0,90,232,2,0,777.12,0.6440446694970575,0
txn_synth_003347,3263.59,UPI,abandoned_otp,0,0.9897213310215891,17,0,10,3,1,58,319,1,0,5408.58,0.6034097663279276,1
txn_synth_003348,1311.51,Card,temporary_network_failure,0,0.8724882766382315,3,0,14,3,0,23,184,1,0,1634.81,0.8022400107520752,1
txn_synth_003349,579.99,Netbanking,temporary_network_failure,0,0.3874878774432532,7,6,10,6,0,51,173,1,0,654.98,0.885507940921739,1
txn_synth_003350,395.68,UPI,insufficient_funds,0,0.6801922496593479,30,9,10,3,0,8,514,1,0,317.45,1.2464324697926457,0
txn_synth_003351,473.0,UPI,insufficient_funds,0,0.7746684017759722,6,0,12,0,1,9,156,1,0,373.23,1.267315026463172,1
txn_synth_003352,1020.77,Netbanking,abandoned_otp,2,0.6446774154458184,21,10,11,1,0,42,452,3,0,636.37,1.6040510771398546,0
txn_synth_003353,718.49,Card,invalid_card,1,0.8178077175071012,14,3,10,2,0,20,280,2,0,780.54,0.9205037420182984,0
txn_synth_003354,367.3,Card,exceeds_limit,0,0.7916538308662693,12,4,10,5,0,7,251,1,0,338.15,1.086204315061236,1
txn_synth_003355,563.61,Netbanking,abandoned_otp,1,0.7723907622502071,9,3,10,4,1,27,137,2,0,1393.51,0.4044534994047155,1
txn_synth_003356,719.51,Netbanking,insufficient_funds,1,0.5312628763885651,10,6,11,6,0,89,166,2,0,363.97,1.9768386961332336,0
txn_synth_003357,79.14,Card,insufficient_funds,1,0.9560072493427362,6,0,7,0,0,80,198,2,0,41.43,1.9102095316897099,0
txn_synth_003358,1051.71,Card,invalid_card,0,0.8677263362333363,4,1,11,1,0,33,177,1,0,980.77,1.0723309127284593,0
txn_synth_003359,249.7,Card,invalid_card,1,0.8643870285361381,7,1,12,5,0,98,140,2,0,245.75,1.0160732038220466,0
txn_synth_003360,209.91,Card,insufficient_funds,2,0.6422634898867979,12,5,12,3,1,44,227,3,0,132.39,1.585542594943531,0
txn_synth_003361,123.06,Card,abandoned_otp,0,0.8700554511460283,19,1,8,3,0,20,310,1,0,87.12,1.4125342731250834,1
txn_synth_003362,110.62,UPI,insufficient_funds,1,0.6927537240070505,12,2,12,1,0,36,296,2,0,108.67,1.0179441411664543,0
txn_synth_003363,171.49,Netbanking,insufficient_funds,1,0.7207766430944719,17,3,11,0,0,71,428,2,0,209.29,0.8193893248894203,0
txn_synth_003364,327.33,Card,exceeds_limit,2,0.8709296173995823,30,2,12,4,1,35,497,3,0,477.46,0.6855652685970497,0
txn_synth_003365,4690.33,UPI,insufficient_funds,0,0.8124345887943488,24,3,12,1,0,24,665,1,0,5842.15,0.802843130007201,0
txn_synth_003366,393.12,Card,temporary_network_failure,1,0.6955112588473717,7,2,12,2,1,0,203,2,0,250.75,1.567776607466536,0
txn_synth_003367,794.53,UPI,temporary_network_failure,0,0.6895036734560976,4,1,10,4,0,56,155,1,0,863.65,0.9199675688071839,1
txn_synth_003368,992.75,UPI,temporary_network_failure,0,0.641089553405253,10,3,11,2,0,13,218,1,0,730.42,1.3591495117993826,1
txn_synth_003369,758.29,Netbanking,temporary_network_failure,1,0.5902450937370827,6,3,8,3,0,30,138,2,0,670.74,1.1305274602599,0
txn_synth_003370,615.57,Card,invalid_card,1,0.8634371653518245,20,1,12,5,0,2,443,2,0,417.33,1.4750197331842974,0
txn_synth_003371,201.28,Card,invalid_card,0,0.8131695991111048,4,0,9,1,0,18,152,1,0,239.11,0.8417882630676984,0
txn_synth_003372,2838.21,UPI,insufficient_funds,0,0.9086374386019341,10,2,7,4,0,8,298,1,0,1731.35,1.6393045794362517,0
